"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Alamance County, NC"	"37001"	"2006"	"2006"	10	141462	Unreliable	2.24	Unreliable	2.33
	"Alamance County, NC"	"37001"	"2007"	"2007"	11	144712	Unreliable	2.29	Unreliable	2.30
	"Alamance County, NC"	"37001"	"2008"	"2008"	19	147704	Unreliable	2.95	Unreliable	3.10
	"Alamance County, NC"	"37001"	"2009"	"2009"	20	149954	13.34	2.98	14.22	3.21
	"Alamance County, NC"	"37001"	"2010"	"2010"	Suppressed	151131	Suppressed	Suppressed	Suppressed	Suppressed
	"Alamance County, NC"	"37001"	"2011"	"2011"	16	153291	Unreliable	2.61	Unreliable	2.95
	"Alamance County, NC"	"37001"	"2012"	"2012"	19	153920	Unreliable	2.83	Unreliable	3.17
	"Alamance County, NC"	"37001"	"2013"	"2013"	15	154378	Unreliable	2.51	Unreliable	2.63
	"Alamance County, NC"	"37001"	"2014"	"2014"	16	155792	Unreliable	2.57	Unreliable	2.69
	"Alamance County, NC"	"37001"	"2015"	"2015"	14	158276	Unreliable	2.36	Unreliable	2.34
	"Alamance County, NC"	"37001"	"2016"	"2016"	14	159688	Unreliable	2.34	Unreliable	2.63
	"Alamance County, NC"	"37001"	"2017"	"2017"	43	162391	26.48	4.04	27.49	4.31
	"Alexander County, NC"	"37003"	"2006"	"2006"	Suppressed	36243	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2007"	"2007"	Suppressed	36609	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2008"	"2008"	Suppressed	36840	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2009"	"2009"	11	37053	Unreliable	8.95	Unreliable	8.94
	"Alexander County, NC"	"37003"	"2010"	"2010"	Suppressed	37198	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2011"	"2011"	Suppressed	37087	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2012"	"2012"	Suppressed	36853	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2013"	"2013"	Suppressed	36930	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2014"	"2014"	Suppressed	37392	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2015"	"2015"	11	37325	Unreliable	8.89	Unreliable	9.63
	"Alexander County, NC"	"37003"	"2016"	"2016"	Suppressed	37428	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexander County, NC"	"37003"	"2017"	"2017"	Suppressed	37286	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2006"	"2006"	Suppressed	10940	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2007"	"2007"	Suppressed	11061	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2008"	"2008"	Suppressed	11131	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2009"	"2009"	Suppressed	11125	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2010"	"2010"	Suppressed	11155	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2011"	"2011"	Suppressed	11052	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2012"	"2012"	Suppressed	10927	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2013"	"2013"	Suppressed	10939	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2014"	"2014"	Suppressed	10879	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2015"	"2015"	Suppressed	10837	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2016"	"2016"	Suppressed	10848	Suppressed	Suppressed	Suppressed	Suppressed
	"Alleghany County, NC"	"37005"	"2017"	"2017"	Suppressed	11031	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2006"	"2006"	Suppressed	26599	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2007"	"2007"	Suppressed	26664	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2008"	"2008"	Suppressed	26837	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2009"	"2009"	Suppressed	26917	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2010"	"2010"	Suppressed	26948	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2011"	"2011"	Suppressed	26609	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2012"	"2012"	Suppressed	26351	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2013"	"2013"	Suppressed	26161	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2014"	"2014"	Suppressed	25765	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2015"	"2015"	Suppressed	25759	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2016"	"2016"	Suppressed	25448	Suppressed	Suppressed	Suppressed	Suppressed
	"Anson County, NC"	"37007"	"2017"	"2017"	Suppressed	24991	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2006"	"2006"	Suppressed	26134	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2007"	"2007"	Suppressed	26506	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2008"	"2008"	Suppressed	26858	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2009"	"2009"	Suppressed	27144	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2010"	"2010"	Suppressed	27281	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2011"	"2011"	Suppressed	27143	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2012"	"2012"	Suppressed	27097	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2013"	"2013"	Suppressed	27151	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2014"	"2014"	Suppressed	27126	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2015"	"2015"	Suppressed	27020	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2016"	"2016"	Suppressed	26924	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashe County, NC"	"37009"	"2017"	"2017"	Suppressed	26957	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2006"	"2006"	Suppressed	18104	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2007"	"2007"	Suppressed	17949	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2008"	"2008"	Suppressed	18024	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2009"	"2009"	Suppressed	17925	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2010"	"2010"	Suppressed	17797	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2011"	"2011"	Suppressed	17572	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2012"	"2012"	Suppressed	17635	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2013"	"2013"	Suppressed	17713	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2014"	"2014"	Suppressed	17773	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2015"	"2015"	Suppressed	17689	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2016"	"2016"	Suppressed	17516	Suppressed	Suppressed	Suppressed	Suppressed
	"Avery County, NC"	"37011"	"2017"	"2017"	Suppressed	17536	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2006"	"2006"	Suppressed	46622	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2007"	"2007"	Suppressed	46702	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2008"	"2008"	Suppressed	47297	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2009"	"2009"	Suppressed	47485	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2010"	"2010"	Suppressed	47759	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2011"	"2011"	Suppressed	47691	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2012"	"2012"	Suppressed	47507	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2013"	"2013"	Suppressed	47464	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2014"	"2014"	Suppressed	47585	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2015"	"2015"	Suppressed	47651	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2016"	"2016"	Suppressed	47526	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	"2017"	"2017"	20	47088	42.47	9.50	52.28	12.18
	"Bertie County, NC"	"37015"	"2006"	"2006"	Suppressed	19936	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2007"	"2007"	Suppressed	20927	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2008"	"2008"	Suppressed	21121	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2009"	"2009"	Suppressed	21216	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2010"	"2010"	Suppressed	21282	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2011"	"2011"	Suppressed	20874	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2012"	"2012"	Suppressed	20653	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2013"	"2013"	Suppressed	20344	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2014"	"2014"	Suppressed	20106	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2015"	"2015"	Suppressed	20199	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2016"	"2016"	Suppressed	19854	Suppressed	Suppressed	Suppressed	Suppressed
	"Bertie County, NC"	"37015"	"2017"	"2017"	Suppressed	19224	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2006"	"2006"	Suppressed	34114	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2007"	"2007"	Suppressed	34285	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2008"	"2008"	Suppressed	34665	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2009"	"2009"	Suppressed	34852	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2010"	"2010"	Suppressed	35190	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2011"	"2011"	Suppressed	34928	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2012"	"2012"	Suppressed	34915	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2013"	"2013"	Suppressed	34843	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2014"	"2014"	Suppressed	34657	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2015"	"2015"	Suppressed	34318	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2016"	"2016"	Suppressed	33741	Suppressed	Suppressed	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	"2017"	"2017"	Suppressed	33478	Suppressed	Suppressed	Suppressed	Suppressed
	"Brunswick County, NC"	"37019"	"2006"	"2006"	17	93938	Unreliable	4.39	Unreliable	5.08
	"Brunswick County, NC"	"37019"	"2007"	"2007"	Suppressed	99008	Suppressed	Suppressed	Suppressed	Suppressed
	"Brunswick County, NC"	"37019"	"2008"	"2008"	15	103257	Unreliable	3.75	Unreliable	4.47
	"Brunswick County, NC"	"37019"	"2009"	"2009"	25	105777	23.63	4.73	29.76	6.04
	"Brunswick County, NC"	"37019"	"2010"	"2010"	20	107431	18.62	4.16	18.80	4.49
	"Brunswick County, NC"	"37019"	"2011"	"2011"	29	110097	26.34	4.89	28.83	5.65
	"Brunswick County, NC"	"37019"	"2012"	"2012"	25	112257	22.27	4.45	23.92	5.06
	"Brunswick County, NC"	"37019"	"2013"	"2013"	28	115301	24.28	4.59	29.08	5.79
	"Brunswick County, NC"	"37019"	"2014"	"2014"	20	118836	16.83	3.76	22.57	5.20
	"Brunswick County, NC"	"37019"	"2015"	"2015"	28	122765	22.81	4.31	29.94	5.85
	"Brunswick County, NC"	"37019"	"2016"	"2016"	38	126953	29.93	4.86	36.90	6.38
	"Brunswick County, NC"	"37019"	"2017"	"2017"	47	130897	35.91	5.24	47.74	7.30
	"Buncombe County, NC"	"37021"	"2006"	"2006"	22	226524	9.71	2.07	9.75	2.09
	"Buncombe County, NC"	"37021"	"2007"	"2007"	27	230766	11.70	2.25	12.37	2.39
	"Buncombe County, NC"	"37021"	"2008"	"2008"	19	233772	Unreliable	1.86	Unreliable	1.92
	"Buncombe County, NC"	"37021"	"2009"	"2009"	17	236349	Unreliable	1.74	Unreliable	1.86
	"Buncombe County, NC"	"37021"	"2010"	"2010"	21	238318	8.81	1.92	8.82	1.95
	"Buncombe County, NC"	"37021"	"2011"	"2011"	22	241419	9.11	1.94	9.62	2.08
	"Buncombe County, NC"	"37021"	"2012"	"2012"	25	244490	10.23	2.05	11.23	2.26
	"Buncombe County, NC"	"37021"	"2013"	"2013"	12	247912	Unreliable	1.40	Unreliable	1.52
	"Buncombe County, NC"	"37021"	"2014"	"2014"	28	250539	11.18	2.11	11.45	2.20
	"Buncombe County, NC"	"37021"	"2015"	"2015"	37	253178	14.61	2.40	15.74	2.62
	"Buncombe County, NC"	"37021"	"2016"	"2016"	51	256088	19.92	2.79	20.76	2.94
	"Buncombe County, NC"	"37021"	"2017"	"2017"	103	257607	39.98	3.94	41.15	4.13
	"Burke County, NC"	"37023"	"2006"	"2006"	20	89903	22.25	4.97	23.35	5.24
	"Burke County, NC"	"37023"	"2007"	"2007"	25	90146	27.73	5.55	29.83	6.00
	"Burke County, NC"	"37023"	"2008"	"2008"	23	90788	25.33	5.28	26.82	5.66
	"Burke County, NC"	"37023"	"2009"	"2009"	17	91178	Unreliable	4.52	Unreliable	4.65
	"Burke County, NC"	"37023"	"2010"	"2010"	19	90912	Unreliable	4.79	Unreliable	5.09
	"Burke County, NC"	"37023"	"2011"	"2011"	16	90904	Unreliable	4.40	Unreliable	4.68
	"Burke County, NC"	"37023"	"2012"	"2012"	22	90505	24.31	5.18	28.61	6.17
	"Burke County, NC"	"37023"	"2013"	"2013"	29	89842	32.28	5.99	33.52	6.38
	"Burke County, NC"	"37023"	"2014"	"2014"	23	89486	25.70	5.36	26.80	5.73
	"Burke County, NC"	"37023"	"2015"	"2015"	31	88842	34.89	6.27	35.39	6.62
	"Burke County, NC"	"37023"	"2016"	"2016"	23	88851	25.89	5.40	26.59	5.76
	"Burke County, NC"	"37023"	"2017"	"2017"	24	89293	26.88	5.49	27.04	5.74
	"Cabarrus County, NC"	"37025"	"2006"	"2006"	18	157735	Unreliable	2.69	Unreliable	2.73
	"Cabarrus County, NC"	"37025"	"2007"	"2007"	17	165717	Unreliable	2.49	Unreliable	2.37
	"Cabarrus County, NC"	"37025"	"2008"	"2008"	21	171915	12.22	2.67	12.10	2.65
	"Cabarrus County, NC"	"37025"	"2009"	"2009"	21	175993	11.93	2.60	11.89	2.61
	"Cabarrus County, NC"	"37025"	"2010"	"2010"	20	178011	11.24	2.51	11.21	2.52
	"Cabarrus County, NC"	"37025"	"2011"	"2011"	14	181468	Unreliable	2.06	Unreliable	1.99
	"Cabarrus County, NC"	"37025"	"2012"	"2012"	13	184498	Unreliable	1.95	Unreliable	1.86
	"Cabarrus County, NC"	"37025"	"2013"	"2013"	27	187226	14.42	2.78	15.12	2.93
	"Cabarrus County, NC"	"37025"	"2014"	"2014"	22	192103	11.45	2.44	11.40	2.45
	"Cabarrus County, NC"	"37025"	"2015"	"2015"	23	196762	11.69	2.44	12.09	2.53
	"Cabarrus County, NC"	"37025"	"2016"	"2016"	39	201590	19.35	3.10	20.06	3.24
	"Cabarrus County, NC"	"37025"	"2017"	"2017"	64	206872	30.94	3.87	32.15	4.04
	"Caldwell County, NC"	"37027"	"2006"	"2006"	16	80897	Unreliable	4.94	Unreliable	4.76
	"Caldwell County, NC"	"37027"	"2007"	"2007"	10	81588	Unreliable	3.88	Unreliable	3.89
	"Caldwell County, NC"	"37027"	"2008"	"2008"	18	82527	Unreliable	5.14	Unreliable	5.52
	"Caldwell County, NC"	"37027"	"2009"	"2009"	17	82798	Unreliable	4.98	Unreliable	5.59
	"Caldwell County, NC"	"37027"	"2010"	"2010"	Suppressed	83029	Suppressed	Suppressed	Suppressed	Suppressed
	"Caldwell County, NC"	"37027"	"2011"	"2011"	10	82395	Unreliable	3.84	Unreliable	4.06
	"Caldwell County, NC"	"37027"	"2012"	"2012"	13	81930	Unreliable	4.40	Unreliable	4.74
	"Caldwell County, NC"	"37027"	"2013"	"2013"	Suppressed	81990	Suppressed	Suppressed	Suppressed	Suppressed
	"Caldwell County, NC"	"37027"	"2014"	"2014"	13	81484	Unreliable	4.42	Unreliable	4.88
	"Caldwell County, NC"	"37027"	"2015"	"2015"	27	81287	33.22	6.39	33.84	6.71
	"Caldwell County, NC"	"37027"	"2016"	"2016"	24	81449	29.47	6.01	29.27	6.21
	"Caldwell County, NC"	"37027"	"2017"	"2017"	15	81981	Unreliable	4.72	Unreliable	4.70
	"Camden County, NC"	"37029"	"2006"	"2006"	Suppressed	9321	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2007"	"2007"	Suppressed	9570	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2008"	"2008"	Suppressed	9802	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2009"	"2009"	Suppressed	9899	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2010"	"2010"	Suppressed	9980	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2011"	"2011"	Suppressed	10014	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2012"	"2012"	Suppressed	10090	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2013"	"2013"	Suppressed	10187	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2014"	"2014"	Suppressed	10331	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2015"	"2015"	Suppressed	10309	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2016"	"2016"	Suppressed	10418	Suppressed	Suppressed	Suppressed	Suppressed
	"Camden County, NC"	"37029"	"2017"	"2017"	Suppressed	10581	Suppressed	Suppressed	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	"2006"	"2006"	Suppressed	64028	Suppressed	Suppressed	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	"2007"	"2007"	Suppressed	64258	Suppressed	Suppressed	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	"2008"	"2008"	10	64700	Unreliable	4.89	Unreliable	4.52
	"Carteret County, NC"	"37031"	"2009"	"2009"	12	65670	Unreliable	5.28	Unreliable	5.93
	"Carteret County, NC"	"37031"	"2010"	"2010"	10	66469	Unreliable	4.76	Unreliable	5.89
	"Carteret County, NC"	"37031"	"2011"	"2011"	17	67373	Unreliable	6.12	Unreliable	6.83
	"Carteret County, NC"	"37031"	"2012"	"2012"	Suppressed	67632	Suppressed	Suppressed	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	"2013"	"2013"	Suppressed	68434	Suppressed	Suppressed	Suppressed	Suppressed
	"Carteret County, NC"	"37031"	"2014"	"2014"	15	68811	Unreliable	5.63	Unreliable	6.46
	"Carteret County, NC"	"37031"	"2015"	"2015"	18	68879	Unreliable	6.16	Unreliable	6.96
	"Carteret County, NC"	"37031"	"2016"	"2016"	18	68890	Unreliable	6.16	Unreliable	7.89
	"Carteret County, NC"	"37031"	"2017"	"2017"	17	68881	Unreliable	5.99	Unreliable	6.65
	"Caswell County, NC"	"37033"	"2006"	"2006"	Suppressed	23993	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2007"	"2007"	Suppressed	23914	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2008"	"2008"	Suppressed	23912	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2009"	"2009"	Suppressed	23725	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2010"	"2010"	Suppressed	23719	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2011"	"2011"	Suppressed	23403	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2012"	"2012"	Suppressed	23217	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2013"	"2013"	Suppressed	23190	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2014"	"2014"	Suppressed	23082	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2015"	"2015"	Suppressed	22941	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2016"	"2016"	Suppressed	22910	Suppressed	Suppressed	Suppressed	Suppressed
	"Caswell County, NC"	"37033"	"2017"	"2017"	Suppressed	22646	Suppressed	Suppressed	Suppressed	Suppressed
	"Catawba County, NC"	"37035"	"2006"	"2006"	17	150449	Unreliable	2.74	Unreliable	2.82
	"Catawba County, NC"	"37035"	"2007"	"2007"	29	152448	19.02	3.53	19.08	3.57
	"Catawba County, NC"	"37035"	"2008"	"2008"	18	153848	Unreliable	2.76	Unreliable	2.85
	"Catawba County, NC"	"37035"	"2009"	"2009"	24	154610	15.52	3.17	15.06	3.11
	"Catawba County, NC"	"37035"	"2010"	"2010"	17	154358	Unreliable	2.67	Unreliable	2.76
	"Catawba County, NC"	"37035"	"2011"	"2011"	27	154181	17.51	3.37	18.12	3.53
	"Catawba County, NC"	"37035"	"2012"	"2012"	22	154339	14.25	3.04	14.95	3.23
	"Catawba County, NC"	"37035"	"2013"	"2013"	17	154810	Unreliable	2.66	Unreliable	2.76
	"Catawba County, NC"	"37035"	"2014"	"2014"	26	154534	16.82	3.30	16.65	3.35
	"Catawba County, NC"	"37035"	"2015"	"2015"	24	155056	15.48	3.16	15.81	3.32
	"Catawba County, NC"	"37035"	"2016"	"2016"	34	156459	21.73	3.73	23.16	4.05
	"Catawba County, NC"	"37035"	"2017"	"2017"	38	157974	24.05	3.90	25.61	4.26
	"Chatham County, NC"	"37037"	"2006"	"2006"	Suppressed	58779	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2007"	"2007"	Suppressed	60054	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2008"	"2008"	Suppressed	61783	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2009"	"2009"	Suppressed	62693	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2010"	"2010"	Suppressed	63505	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2011"	"2011"	Suppressed	64195	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2012"	"2012"	Suppressed	65976	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2013"	"2013"	Suppressed	66817	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2014"	"2014"	Suppressed	68698	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2015"	"2015"	Suppressed	70928	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2016"	"2016"	Suppressed	72243	Suppressed	Suppressed	Suppressed	Suppressed
	"Chatham County, NC"	"37037"	"2017"	"2017"	Suppressed	71472	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2006"	"2006"	Suppressed	26877	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2007"	"2007"	Suppressed	27350	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2008"	"2008"	Suppressed	27545	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2009"	"2009"	Suppressed	27378	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2010"	"2010"	11	27444	Unreliable	12.09	Unreliable	15.14
	"Cherokee County, NC"	"37039"	"2011"	"2011"	17	27194	Unreliable	15.16	Unreliable	18.73
	"Cherokee County, NC"	"37039"	"2012"	"2012"	Suppressed	26992	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2013"	"2013"	Suppressed	27218	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2014"	"2014"	Suppressed	27141	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2015"	"2015"	Suppressed	27178	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2016"	"2016"	Suppressed	27905	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, NC"	"37039"	"2017"	"2017"	Suppressed	28087	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2006"	"2006"	Suppressed	14835	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2007"	"2007"	Suppressed	14953	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2008"	"2008"	Suppressed	14831	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2009"	"2009"	Suppressed	14915	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2010"	"2010"	Suppressed	14793	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2011"	"2011"	Suppressed	14853	Suppressed	Suppressed	Suppressed	Suppressed
